,model,tokenizer,vectorizer,ngram,random_state,data_type,accuracy,dem_precision,rep_precision,dem_recall,rep_recall,null_accuracy,lift
74,LogisticRegression,NLTK,TFIDF,"(1, 1)",20,Dirty,0.8259738271982857,0.8276310654351503,0.8236059479553903,0.8701955956777458,0.7698054204308548,0.5595010331369098,1.4762686363014634
75,LogisticRegression,NLTK,TFIDF,"(1, 2)",16,Dirty,0.8143414708808449,0.8097395243488109,0.821484375,0.8756293373248061,0.7355718782791185,0.56240912221627,1.4479521023268471
76,LogisticRegression,NLTK,TFIDF,"(1, 2)",17,Dirty,0.8160251014004745,0.8148241841639261,0.8178647548924627,0.8726632348956922,0.7424802110817942,0.5649345679957144,1.4444594960715254
77,LogisticRegression,NLTK,TFIDF,"(1, 2)",18,Dirty,0.8163312160404071,0.8141357946643065,0.8196975571927103,0.8737956303433302,0.742014742014742,0.5639396954159333,1.4475505495996743
78,LogisticRegression,NLTK,TFIDF,"(1, 2)",19,Dirty,0.8256677125583531,0.8330542316114904,0.8148567119155354,0.8681702241911666,0.769312922748309,0.5700619882145863,1.4483823331990873
79,LogisticRegression,NLTK,TFIDF,"(1, 2)",20,Dirty,0.8184740185199357,0.8151078218706137,0.8235181644359465,0.8737518807276706,0.748262682418346,0.5595010331369098,1.4628641772671316
80,LogisticRegression,NLTK_tweet,Count,"(1, 1)",16,Dirty,0.828422744317747,0.8444624308646972,0.8073929961089494,0.8518165736834944,0.798356068555439,0.56240912221627,1.4729895223839977
81,LogisticRegression,NLTK_tweet,Count,"(1, 1)",17,Dirty,0.83309099257672,0.8473353813276345,0.8139784946236559,0.8593876998103495,0.7989445910290237,0.5649345679957144,1.4746681116228666
82,LogisticRegression,NLTK_tweet,Count,"(1, 1)",18,Dirty,0.8324787632968547,0.8469059737476561,0.8132476343510088,0.8580540100420682,0.7994032994032993,0.5639396954159333,1.4761840141131768
83,LogisticRegression,NLTK_tweet,Count,"(1, 1)",19,Dirty,0.8303359608173261,0.8575724439584472,0.7956877064858285,0.8422607061350517,0.8145247419010324,0.5700619882145863,1.4565713518593102
84,LogisticRegression,NLTK_tweet,Count,"(1, 1)",20,Dirty,0.8304890181372924,0.8456321215409658,0.8108867427568042,0.8526877308165778,0.8022932592077832,0.5595010331369098,1.484338667760908
85,LogisticRegression,NLTK_tweet,Count,"(1, 2)",16,Dirty,0.8380653554756257,0.8472461844724618,0.8255603759942155,0.8686896176350524,0.7987058412032179,0.56240912221627,1.4901347122057422
86,LogisticRegression,NLTK_tweet,Count,"(1, 2)",17,Dirty,0.8330144639167368,0.8466666666666667,0.8146218789294054,0.8602004876727174,0.7977132805628848,0.5649345679957144,1.4745326469791384
87,LogisticRegression,NLTK_tweet,Count,"(1, 2)",18,Dirty,0.8353868523762149,0.8479594558548946,0.818459328425211,0.862803636857104,0.7999297999298,0.5639396954159333,1.481340751798073
88,LogisticRegression,NLTK_tweet,Count,"(1, 2)",19,Dirty,0.8379888268156425,0.8597840755735493,0.8094396323139473,0.8552825882668814,0.815058739765041,0.5700619882145863,1.469995972613774
89,LogisticRegression,NLTK_tweet,Count,"(1, 2)",20,Dirty,0.8382949414555751,0.8497981157469717,0.823132872095086,0.8636301463548078,0.8061153578874218,0.5595010331369098,1.4982902475721516
90,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",16,Dirty,0.8164842733603734,0.8161961936390344,0.8169148529973272,0.8695060552456116,0.74833857992305,0.56240912221627,1.4517621445094568
91,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",17,Dirty,0.8171730313002219,0.8232552117052959,0.8083832335329342,0.8612842048225413,0.7598944591029023,0.5649345679957144,1.446491465727445
92,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",18,Dirty,0.8194688910997169,0.822559876384239,0.8149405772495756,0.8668747455557063,0.7581607581607581,0.5639396954159333,1.4531143981544308
93,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",19,Dirty,0.8255146552383867,0.839217745110907,0.8063509544787077,0.8583702510404081,0.7819508721965112,0.5700619882145863,1.448113840783998
94,LogisticRegression,NLTK_tweet,TFIDF,"(1, 1)",20,Dirty,0.8242901966786561,0.82560706401766,0.8224002981736862,0.8696484749008344,0.7666782487838777,0.5595010331369098,1.4732594720284502
95,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",16,Dirty,0.816254687380424,0.8125315816068721,0.8219763152785867,0.8752211185195264,0.7404686953480237,0.56240912221627,1.4513539257041772
96,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",17,Dirty,0.8147241141807607,0.8155450960437604,0.8134844410295813,0.8684638309401246,0.7449428320140721,0.5649345679957144,1.4421565971281496
97,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",18,Dirty,0.8138822989209459,0.8123497406048336,0.8162277304415182,0.8712172615008821,0.7397332397332397,0.5639396954159333,1.4432080336544986
98,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",19,Dirty,0.824672839978572,0.833118057349522,0.8123943661971831,0.8658880386629078,0.7700249199003204,0.5700619882145863,1.446637132501007
99,LogisticRegression,NLTK_tweet,TFIDF,"(1, 2)",20,Dirty,0.8205402923394811,0.8175191815856777,0.8250428816466552,0.87443578169881,0.7520847810979847,0.5595010331369098,1.4665572425112843
100,LogisticRegression,SPACY,Count,"(1, 1)",16,Dirty,0.8250554832784878,0.838119406972085,0.8075268817204301,0.8538576677098925,0.7880377754459601,0.56240912221627,1.4670023132398964
101,LogisticRegression,SPACY,Count,"(1, 1)",17,Dirty,0.8253615979184205,0.8420064377682404,0.8032436285867047,0.8504470333243024,0.7927880386983289,0.5649345679957144,1.4609861826063397
102,LogisticRegression,SPACY,Count,"(1, 1)",18,Dirty,0.8283462156577638,0.8410058541777541,0.8112051882543686,0.8577826027954947,0.7902772902772903,0.5639396954159333,1.4688560184556927
103,LogisticRegression,SPACY,Count,"(1, 1)",19,Dirty,0.8239075533787403,0.8461538461538461,0.7945302788137099,0.8446771378708552,0.796368814524742,0.5700619882145863,1.4452946704255607
104,LogisticRegression,SPACY,Count,"(1, 1)",20,Dirty,0.8278105150378817,0.8433048433048433,0.8077598314606742,0.850225687320476,0.7993398193189715,0.5595010331369098,1.4795513609629325
105,LogisticRegression,SPACY,Count,"(1, 2)",16,Dirty,0.8348511517563327,0.8459282953485272,0.8199137311286844,0.8636549190366036,0.7978314095837705,0.56240912221627,1.4844196489318273
106,LogisticRegression,SPACY,Count,"(1, 2)",17,Dirty,0.8362286676360297,0.8495598826353694,0.8182797629736038,0.8629097805472772,0.8015831134564644,0.5649345679957144,1.4802221620157139
107,LogisticRegression,SPACY,Count,"(1, 2)",18,Dirty,0.8357694956761307,0.8466746316208682,0.8209251897361763,0.8655177093228389,0.7972972972972973,0.5639396954159333,1.4820192699145067
108,LogisticRegression,SPACY,Count,"(1, 2)",19,Dirty,0.8342389224764675,0.8517778665601279,0.8105433609211947,0.8586387434554974,0.8018867924528302,0.5700619882145863,1.4634179084440866
109,LogisticRegression,SPACY,Count,"(1, 2)",20,Dirty,0.8342389224764675,0.8451630216020395,0.8197363733523334,0.8615784434413897,0.799513551077137,0.5595010331369098,1.4910408972780742
110,LogisticRegression,SPACY,TFIDF,"(1, 1)",16,Dirty,0.8176322032601209,0.8217154703291008,0.8117405122452795,0.8629745543611376,0.7593564183280868,0.56240912221627,1.453803238535855
111,LogisticRegression,SPACY,TFIDF,"(1, 1)",17,Dirty,0.8185505471799189,0.8252628845904193,0.8089112602535421,0.8611487401788134,0.7632365875109939,0.5649345679957144,1.448929829314549
112,LogisticRegression,SPACY,TFIDF,"(1, 1)",18,Dirty,0.8200045917195989,0.8228858282919295,0.8157795394488486,0.86755326367214,0.7585117585117586,0.5639396954159333,1.454064323517438
113,LogisticRegression,SPACY,TFIDF,"(1, 1)",19,Dirty,0.8202341776995484,0.835438042620363,0.799085086916743,0.8525976641159887,0.7773228907084372,0.5700619882145863,1.438850852463418
114,LogisticRegression,SPACY,TFIDF,"(1, 1)",20,Dirty,0.8200811203795821,0.826229939489608,0.8115279048490394,0.8591163999452879,0.7705003474635164,0.5595010331369098,1.465736561345917
115,LogisticRegression,SPACY,TFIDF,"(1, 2)",16,Dirty,0.8140353562409122,0.8084012539184953,0.8228593872741555,0.8772622125459246,0.732773697096887,0.56240912221627,1.447407810586474
116,LogisticRegression,SPACY,TFIDF,"(1, 2)",17,Dirty,0.8141884135608786,0.8127525252525253,0.816397901690305,0.8719859116770523,0.7391380826737027,0.5649345679957144,1.4412083446220536
117,LogisticRegression,SPACY,TFIDF,"(1, 2)",18,Dirty,0.8138057702609627,0.8089634451677516,0.821421539673164,0.8769168136789253,0.7321867321867321,0.5639396954159333,1.4430723300312118
118,LogisticRegression,SPACY,TFIDF,"(1, 2)",19,Dirty,0.8179383179000536,0.8238375063873276,0.8091238786027868,0.8657537924553631,0.7545389818440726,0.5700619882145863,1.434823466237079
119,LogisticRegression,SPACY,TFIDF,"(1, 2)",20,Dirty,0.8144945282008113,0.80918638491712,0.8226181254841208,0.8747093420872658,0.7380125086865879,0.5595010331369098,1.4557516071672822
